order_id,order_date,category,order_value,city,city_tier,warehouse,payment_method,dispatch_date,delivery_date,delivery_status,is_returned,return_initiated_date,return_reason,refund_completed_date,refund_status,refund_delay_days,sla_breach,order_to_dispatch_days,dispatch_to_delivery_days,total_delivery_days,delivery_to_return_days,order_month,order_month_name,order_day_of_week,price_bucket,return_window,is_metro,is_cod,supply_chain_failure,high_value
ORD760006,2025-02-13,Bottoms,2817,Bangalore,Metro,WH_Bangalore,Prepaid,2025-02-16,2025-02-19,Delivered,False,,,,,,,3,3.0,6.0,,2,February,Thursday,Premium (₹2-3K),,True,False,False,True
ORD168316,2025-02-04,Footwear,2899,Visakhapatnam,Tier2,WH_Mumbai,COD,2025-02-07,2025-02-15,Delivered,False,,,,,,,3,8.0,11.0,,2,February,Tuesday,Premium (₹2-3K),,False,True,False,True
ORD444685,2025-01-30,Bottoms,2632,Bangalore,Metro,WH_Bangalore,COD,2025-01-31,2025-02-07,Delivered,False,,,,,,,1,7.0,8.0,,1,January,Thursday,Premium (₹2-3K),,True,True,False,True
ORD537942,2025-01-02,Bottoms,1200,Mumbai,Metro,WH_Mumbai,COD,2025-01-04,2025-01-09,Delivered,False,,,,,,,2,5.0,7.0,,1,January,Thursday,Mid (₹1-2K),,True,True,False,False
ORD196748,2025-01-09,Tops,520,Chennai,Metro,WH_Bangalore,Prepaid,2025-01-11,2025-01-17,Delivered,False,,,,,,,2,6.0,8.0,,1,January,Thursday,Budget (<₹1K),,True,False,False,False
ORD802594,2025-01-29,Footwear,1450,Hyderabad,Metro,WH_Hyderabad,COD,2025-01-31,2025-02-05,Delivered,False,,,,,,,2,5.0,7.0,,1,January,Wednesday,Mid (₹1-2K),,True,True,False,False
ORD295148,2025-01-15,Accessories,1254,Pune,Metro,WH_Mumbai,Prepaid,2025-01-17,2025-01-20,Delivered,False,,,,,,,2,3.0,5.0,,1,January,Wednesday,Mid (₹1-2K),,True,False,False,False
ORD979469,2025-01-20,Bottoms,2253,Ranchi,Tier3,WH_Hyderabad,Prepaid,2025-01-21,2025-02-01,Delivered,False,,,,,,,1,11.0,12.0,,1,January,Monday,Premium (₹2-3K),,False,False,False,True
ORD513120,2025-02-27,Tops,1906,Lucknow,Tier2,WH_Bangalore,COD,2025-03-02,2025-03-09,Delivered,False,,,,,,,3,7.0,10.0,,2,February,Thursday,Mid (₹1-2K),,False,True,False,False
ORD330672,2024-12-09,Footwear,2122,Hyderabad,Metro,WH_Hyderabad,Prepaid,2024-12-11,2024-12-15,Delivered,False,,,,,,,2,4.0,6.0,,12,December,Monday,Premium (₹2-3K),,True,False,False,True
ORD534490,2025-02-06,Bottoms,2021,Bangalore,Metro,WH_Bangalore,Prepaid,2025-02-09,2025-02-16,Delivered,False,,,,,,,3,7.0,10.0,,2,February,Thursday,Premium (₹2-3K),,True,False,False,True
ORD685771,2025-01-25,Footwear,1983,Coimbatore,Tier2,WH_Mumbai,Prepaid,2025-01-28,2025-02-01,Delivered,False,,,,,,,3,4.0,7.0,,1,January,Saturday,Mid (₹1-2K),,False,False,False,False
ORD511793,2025-01-09,Tops,1795,Ranchi,Tier3,WH_Kolkata,Prepaid,2025-01-12,2025-01-24,Delivered,False,,,,,,,3,12.0,15.0,,1,January,Thursday,Mid (₹1-2K),,False,False,False,False
ORD862174,2024-10-10,Bottoms,2728,Bangalore,Metro,WH_Bangalore,Prepaid,2024-10-12,2024-10-17,Delivered,False,,,,,,,2,5.0,7.0,,10,October,Thursday,Premium (₹2-3K),,True,False,False,True
ORD813703,2024-11-18,Bottoms,2051,Bangalore,Metro,WH_Bangalore,Prepaid,2024-11-21,2024-11-27,Delivered,False,,,,,,,3,6.0,9.0,,11,November,Monday,Premium (₹2-3K),,True,False,False,True
ORD724504,2024-10-13,Dresses,1344,Rajkot,Tier3,WH_Hyderabad,Prepaid,2024-10-16,2024-10-26,Delivered,False,,,,,,,3,10.0,13.0,,10,October,Sunday,Mid (₹1-2K),,False,False,False,False
ORD388284,2024-11-11,Footwear,825,Hyderabad,Metro,WH_Hyderabad,Prepaid,2024-11-13,2024-11-19,Delivered,False,,,,,,,2,6.0,8.0,,11,November,Monday,Budget (<₹1K),,True,False,False,False
ORD354641,2024-11-13,Footwear,2458,Visakhapatnam,Tier2,WH_Bangalore,Prepaid,2024-11-14,2024-11-20,Delivered,False,,,,,,,1,6.0,7.0,,11,November,Wednesday,Premium (₹2-3K),,False,False,False,True
ORD800054,2024-10-08,Footwear,876,Nagpur,Tier2,WH_Hyderabad,Prepaid,2024-10-11,2024-10-19,Delivered,False,,,,,,,3,8.0,11.0,,10,October,Tuesday,Budget (<₹1K),,False,False,False,False
ORD370329,2024-12-21,Dresses,1941,Pune,Metro,WH_Kolkata,COD,2024-12-23,2024-12-30,Delivered,False,,,,,,,2,7.0,9.0,,12,December,Saturday,Mid (₹1-2K),,True,True,False,False
ORD813208,2024-10-09,Tops,540,Pune,Metro,WH_Hyderabad,COD,2024-10-12,2024-10-19,Delivered,False,,,,,,,3,7.0,10.0,,10,October,Wednesday,Budget (<₹1K),,True,True,False,False
ORD292196,2025-02-15,Footwear,1537,Chennai,Metro,WH_Bangalore,COD,2025-02-18,2025-02-21,Delivered,False,,,,,,,3,3.0,6.0,,2,February,Saturday,Mid (₹1-2K),,True,True,False,False
ORD698915,2025-03-14,Bottoms,1349,Lucknow,Tier2,WH_Hyderabad,Prepaid,2025-03-17,2025-03-22,Delivered,False,,,,,,,3,5.0,8.0,,3,March,Friday,Mid (₹1-2K),,False,False,False,False
ORD328760,2025-01-08,Dresses,1980,Jaipur,Tier2,WH_Delhi,Prepaid,2025-01-10,2025-01-19,Delivered,False,,,,,,,2,9.0,11.0,,1,January,Wednesday,Mid (₹1-2K),,False,False,False,False
ORD666730,2025-03-31,Accessories,833,Visakhapatnam,Tier2,WH_Kolkata,COD,2025-04-01,2025-04-10,Delivered,False,,,,,,,1,9.0,10.0,,3,March,Monday,Budget (<₹1K),,False,True,False,False
ORD101555,2025-01-14,Bottoms,1270,Pune,Metro,WH_Bangalore,COD,2025-01-15,2025-01-22,Delivered,False,,,,,,,1,7.0,8.0,,1,January,Tuesday,Mid (₹1-2K),,True,True,False,False
ORD648738,2024-11-26,Footwear,2177,Delhi,Metro,WH_Delhi,Prepaid,2024-11-28,2024-12-03,Delivered,False,,,,,,,2,5.0,7.0,,11,November,Tuesday,Premium (₹2-3K),,True,False,False,True
ORD940940,2024-11-03,Tops,547,Chennai,Metro,WH_Bangalore,COD,2024-11-04,2024-11-11,Delivered,False,,,,,,,1,7.0,8.0,,11,November,Sunday,Budget (<₹1K),,True,True,False,False
ORD797740,2025-01-09,Dresses,1754,Nashik,Tier3,WH_Hyderabad,Prepaid,2025-01-11,2025-01-23,Delivered,False,,,,,,,2,12.0,14.0,,1,January,Thursday,Mid (₹1-2K),,False,False,False,False
ORD973327,2025-03-20,Footwear,2598,Chennai,Metro,WH_Bangalore,Prepaid,2025-03-21,2025-03-25,Delivered,False,,,,,,,1,4.0,5.0,,3,March,Thursday,Premium (₹2-3K),,True,False,False,True
ORD615060,2024-11-26,Footwear,1103,Chennai,Metro,WH_Bangalore,Prepaid,2024-11-28,2024-12-02,Delivered,False,,,,,,,2,4.0,6.0,,11,November,Tuesday,Mid (₹1-2K),,True,False,False,False
ORD895133,2025-01-08,Tops,826,Kochi,Tier2,WH_Mumbai,COD,2025-01-09,2025-01-16,Delivered,False,,,,,,,1,7.0,8.0,,1,January,Wednesday,Budget (<₹1K),,False,True,False,False
ORD404379,2024-12-23,Tops,1749,Lucknow,Tier2,WH_Hyderabad,Prepaid,2024-12-26,2024-12-30,Delivered,False,,,,,,,3,4.0,7.0,,12,December,Monday,Mid (₹1-2K),,False,False,False,False
ORD830344,2024-11-01,Tops,719,Delhi,Metro,WH_Delhi,Prepaid,2024-11-03,2024-11-09,Delivered,False,,,,,,,2,6.0,8.0,,11,November,Friday,Budget (<₹1K),,True,False,False,False
ORD867677,2025-03-13,Tops,731,Pune,Metro,WH_Bangalore,COD,2025-03-15,2025-03-22,Delivered,False,,,,,,,2,7.0,9.0,,3,March,Thursday,Budget (<₹1K),,True,True,False,False
ORD459251,2025-01-27,Tops,600,Mumbai,Metro,WH_Mumbai,Prepaid,2025-01-30,2025-02-02,Delivered,False,,,,,,,3,3.0,6.0,,1,January,Monday,Budget (<₹1K),,True,False,False,False
ORD926391,2024-10-10,Bottoms,1123,Delhi,Metro,WH_Delhi,COD,2024-10-13,2024-10-20,Delivered,False,,,,,,,3,7.0,10.0,,10,October,Thursday,Mid (₹1-2K),,True,True,False,False
ORD298108,2024-11-10,Bottoms,2189,Delhi,Metro,WH_Delhi,Prepaid,2024-11-11,2024-11-16,Delivered,False,,,,,,,1,5.0,6.0,,11,November,Sunday,Premium (₹2-3K),,True,False,False,True
ORD716239,2024-11-17,Bottoms,1452,Visakhapatnam,Tier2,WH_Delhi,Prepaid,2024-11-20,2024-11-25,Delivered,False,,,,,,,3,5.0,8.0,,11,November,Sunday,Mid (₹1-2K),,False,False,False,False
ORD151433,2024-11-29,Dresses,3656,Bangalore,Metro,WH_Bangalore,Prepaid,2024-11-30,2024-12-06,Delivered,False,,,,,,,1,6.0,7.0,,11,November,Friday,Luxury (>₹3K),,True,False,False,True
ORD900276,2025-03-02,Dresses,3965,Rajkot,Tier3,WH_Delhi,Prepaid,2025-03-03,2025-03-10,Delivered,False,,,,,,,1,7.0,8.0,,3,March,Sunday,Luxury (>₹3K),,False,False,False,True
ORD918893,2025-02-04,Bottoms,2270,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-02-06,2025-02-11,Delivered,False,,,,,,,2,5.0,7.0,,2,February,Tuesday,Premium (₹2-3K),,True,False,False,True
ORD584467,2025-02-16,Footwear,2753,Visakhapatnam,Tier2,WH_Bangalore,Prepaid,2025-02-18,2025-02-25,Delivered,False,,,,,,,2,7.0,9.0,,2,February,Sunday,Premium (₹2-3K),,False,False,False,True
ORD806927,2025-02-16,Bottoms,2238,Lucknow,Tier2,WH_Mumbai,Prepaid,2025-02-18,2025-02-26,Delivered,False,,,,,,,2,8.0,10.0,,2,February,Sunday,Premium (₹2-3K),,False,False,False,True
ORD487319,2025-03-30,Footwear,1183,Jaipur,Tier2,WH_Hyderabad,Prepaid,2025-04-01,2025-04-06,Delivered,False,,,,,,,2,5.0,7.0,,3,March,Sunday,Mid (₹1-2K),,False,False,False,False
ORD925264,2024-12-02,Footwear,934,Delhi,Metro,WH_Delhi,Prepaid,2024-12-05,2024-12-09,Delivered,False,,,,,,,3,4.0,7.0,,12,December,Monday,Budget (<₹1K),,True,False,False,False
ORD232798,2024-11-18,Tops,834,Visakhapatnam,Tier2,WH_Hyderabad,COD,2024-11-21,2024-11-26,Delivered,False,,,,,,,3,5.0,8.0,,11,November,Monday,Budget (<₹1K),,False,True,False,False
ORD541206,2025-03-02,Tops,977,Indore,Tier2,WH_Delhi,Prepaid,2025-03-05,2025-03-12,Delivered,False,,,,,,,3,7.0,10.0,,3,March,Sunday,Budget (<₹1K),,False,False,False,False
ORD183894,2024-12-23,Tops,795,Chennai,Metro,WH_Bangalore,Prepaid,2024-12-24,2024-12-27,Delivered,False,,,,,,,1,3.0,4.0,,12,December,Monday,Budget (<₹1K),,True,False,False,False
ORD326952,2024-12-27,Tops,1286,Visakhapatnam,Tier2,WH_Bangalore,Prepaid,2024-12-29,2025-01-04,Delivered,False,,,,,,,2,6.0,8.0,,12,December,Friday,Mid (₹1-2K),,False,False,False,False
ORD956220,2024-11-23,Footwear,2167,Ranchi,Tier3,WH_Mumbai,Prepaid,2024-11-24,2024-12-06,Delivered,False,,,,,,,1,12.0,13.0,,11,November,Saturday,Premium (₹2-3K),,False,False,False,True
ORD688973,2025-02-10,Tops,1550,Mumbai,Metro,WH_Mumbai,Prepaid,2025-02-13,2025-02-19,Delivered,False,,,,,,,3,6.0,9.0,,2,February,Monday,Mid (₹1-2K),,True,False,False,False
ORD573021,2025-03-27,Footwear,2260,Kolkata,Metro,WH_Kolkata,Prepaid,2025-03-28,2025-04-01,Delivered,False,,,,,,,1,4.0,5.0,,3,March,Thursday,Premium (₹2-3K),,True,False,False,True
ORD709059,2024-10-29,Accessories,681,Kochi,Tier2,WH_Mumbai,COD,2024-10-30,2024-11-05,Delivered,False,,,,,,,1,6.0,7.0,,10,October,Tuesday,Budget (<₹1K),,False,True,False,False
ORD377567,2024-11-25,Tops,1938,Delhi,Metro,WH_Delhi,COD,2024-11-26,2024-12-03,Delivered,False,,,,,,,1,7.0,8.0,,11,November,Monday,Mid (₹1-2K),,True,True,False,False
ORD345138,2025-02-10,Dresses,2731,Kochi,Tier2,WH_Bangalore,COD,2025-02-11,2025-02-18,Delivered,False,,,,,,,1,7.0,8.0,,2,February,Monday,Premium (₹2-3K),,False,True,False,True
ORD627507,2024-11-05,Dresses,2824,Kolkata,Metro,WH_Kolkata,COD,2024-11-08,2024-11-15,Delivered,False,,,,,,,3,7.0,10.0,,11,November,Tuesday,Premium (₹2-3K),,True,True,False,True
ORD311157,2024-10-14,Bottoms,2828,Delhi,Metro,WH_Delhi,COD,2024-10-15,2024-10-19,Delivered,False,,,,,,,1,4.0,5.0,,10,October,Monday,Premium (₹2-3K),,True,True,False,True
ORD300879,2024-12-28,Tops,900,Nagpur,Tier2,WH_Mumbai,Prepaid,2024-12-29,2025-01-07,Delivered,False,,,,,,,1,9.0,10.0,,12,December,Saturday,Budget (<₹1K),,False,False,False,False
ORD594678,2025-02-24,Footwear,3169,Delhi,Metro,WH_Delhi,COD,2025-02-26,2025-03-04,Delivered,False,,,,,,,2,6.0,8.0,,2,February,Monday,Luxury (>₹3K),,True,True,False,True
ORD419273,2025-01-29,Bottoms,2970,Chennai,Metro,WH_Bangalore,COD,2025-01-31,2025-02-05,Delivered,False,,,,,,,2,5.0,7.0,,1,January,Wednesday,Premium (₹2-3K),,True,True,False,True
ORD605973,2024-12-20,Dresses,1688,Chennai,Metro,WH_Bangalore,COD,2024-12-21,2024-12-27,Delivered,False,,,,,,,1,6.0,7.0,,12,December,Friday,Mid (₹1-2K),,True,True,False,False
ORD549281,2024-10-31,Dresses,1455,Visakhapatnam,Tier2,WH_Mumbai,Prepaid,2024-11-02,2024-11-09,Delivered,False,,,,,,,2,7.0,9.0,,10,October,Thursday,Mid (₹1-2K),,False,False,False,False
ORD661998,2024-12-09,Bottoms,1402,Mumbai,Metro,WH_Mumbai,COD,2024-12-10,2024-12-13,Delivered,False,,,,,,,1,3.0,4.0,,12,December,Monday,Mid (₹1-2K),,True,True,False,False
ORD960479,2024-12-07,Tops,894,Kolkata,Metro,WH_Kolkata,Prepaid,2024-12-10,2024-12-16,Delivered,False,,,,,,,3,6.0,9.0,,12,December,Saturday,Budget (<₹1K),,True,False,False,False
ORD686846,2024-12-14,Bottoms,2364,Bangalore,Metro,WH_Bangalore,Prepaid,2024-12-17,2024-12-23,Delivered,False,,,,,,,3,6.0,9.0,,12,December,Saturday,Premium (₹2-3K),,True,False,False,True
ORD144021,2025-03-05,Footwear,2809,Kochi,Tier2,WH_Kolkata,Prepaid,2025-03-06,2025-03-15,Delivered,False,,,,,,,1,9.0,10.0,,3,March,Wednesday,Premium (₹2-3K),,False,False,False,True
ORD153663,2024-11-29,Tops,1554,Mumbai,Metro,WH_Mumbai,COD,2024-12-01,2024-12-07,Delivered,False,,,,,,,2,6.0,8.0,,11,November,Friday,Mid (₹1-2K),,True,True,False,False
ORD671747,2025-03-09,Tops,1123,Delhi,Metro,WH_Delhi,COD,2025-03-11,2025-03-18,Delivered,False,,,,,,,2,7.0,9.0,,3,March,Sunday,Mid (₹1-2K),,True,True,False,False
ORD798077,2025-01-11,Tops,626,Visakhapatnam,Tier2,WH_Bangalore,Prepaid,2025-01-12,2025-01-16,Delivered,False,,,,,,,1,4.0,5.0,,1,January,Saturday,Budget (<₹1K),,False,False,False,False
ORD998090,2025-01-29,Bottoms,2798,Nashik,Tier3,WH_Kolkata,COD,2025-01-31,2025-02-09,Delivered,False,,,,,,,2,9.0,11.0,,1,January,Wednesday,Premium (₹2-3K),,False,True,False,True
ORD219421,2025-02-26,Tops,545,Guwahati,Tier3,WH_Bangalore,COD,2025-03-01,2025-03-08,Delivered,False,,,,,,,3,7.0,10.0,,2,February,Wednesday,Budget (<₹1K),,False,True,False,False
ORD497594,2025-02-16,Tops,1831,Indore,Tier2,WH_Delhi,COD,2025-02-19,2025-02-28,Delivered,False,,,,,,,3,9.0,12.0,,2,February,Sunday,Mid (₹1-2K),,False,True,False,False
ORD754182,2025-01-23,Tops,631,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-01-25,2025-02-01,Delivered,False,,,,,,,2,7.0,9.0,,1,January,Thursday,Budget (<₹1K),,True,False,False,False
ORD147639,2024-12-16,Tops,1042,Visakhapatnam,Tier2,WH_Mumbai,COD,2024-12-17,2024-12-23,Delivered,False,,,,,,,1,6.0,7.0,,12,December,Monday,Mid (₹1-2K),,False,True,False,False
ORD339396,2025-03-27,Tops,820,Delhi,Metro,WH_Delhi,Prepaid,2025-03-30,2025-04-04,Delivered,False,,,,,,,3,5.0,8.0,,3,March,Thursday,Budget (<₹1K),,True,False,False,False
ORD872207,2024-11-03,Bottoms,1127,Delhi,Metro,WH_Delhi,Prepaid,2024-11-05,2024-11-10,Delivered,False,,,,,,,2,5.0,7.0,,11,November,Sunday,Mid (₹1-2K),,True,False,False,False
ORD602137,2024-10-03,Dresses,2984,Kolkata,Metro,WH_Kolkata,COD,2024-10-04,2024-10-07,Delivered,False,,,,,,,1,3.0,4.0,,10,October,Thursday,Premium (₹2-3K),,True,True,False,True
ORD108181,2025-02-13,Tops,1333,Hyderabad,Metro,WH_Hyderabad,COD,2025-02-15,2025-02-21,Delivered,False,,,,,,,2,6.0,8.0,,2,February,Thursday,Mid (₹1-2K),,True,True,False,False
ORD302497,2025-03-09,Footwear,3447,Lucknow,Tier2,WH_Bangalore,Prepaid,2025-03-11,2025-03-16,Delivered,False,,,,,,,2,5.0,7.0,,3,March,Sunday,Luxury (>₹3K),,False,False,False,True
ORD668237,2024-11-11,Tops,661,Chennai,Metro,WH_Bangalore,Prepaid,2024-11-13,2024-11-16,Delivered,False,,,,,,,2,3.0,5.0,,11,November,Monday,Budget (<₹1K),,True,False,False,False
ORD243981,2024-10-16,Footwear,796,Hyderabad,Metro,WH_Hyderabad,COD,2024-10-18,2024-10-25,Delivered,False,,,,,,,2,7.0,9.0,,10,October,Wednesday,Budget (<₹1K),,True,True,False,False
ORD531518,2025-02-18,Tops,1388,Bhubaneswar,Tier3,WH_Delhi,Prepaid,2025-02-21,2025-03-03,Delivered,False,,,,,,,3,10.0,13.0,,2,February,Tuesday,Mid (₹1-2K),,False,False,False,False
ORD502890,2024-11-28,Tops,1060,Hyderabad,Metro,WH_Hyderabad,COD,2024-11-29,2024-12-03,Delivered,False,,,,,,,1,4.0,5.0,,11,November,Thursday,Mid (₹1-2K),,True,True,False,False
ORD210103,2025-02-06,Accessories,498,Mumbai,Metro,WH_Mumbai,Prepaid,2025-02-08,2025-02-11,Delivered,False,,,,,,,2,3.0,5.0,,2,February,Thursday,Budget (<₹1K),,True,False,False,False
ORD126317,2024-11-24,Dresses,3947,Rajkot,Tier3,WH_Delhi,Prepaid,2024-11-27,2024-12-04,Delivered,False,,,,,,,3,7.0,10.0,,11,November,Sunday,Luxury (>₹3K),,False,False,False,True
ORD106075,2025-01-15,Tops,974,Bangalore,Metro,WH_Bangalore,Prepaid,2025-01-18,2025-01-25,Delivered,False,,,,,,,3,7.0,10.0,,1,January,Wednesday,Budget (<₹1K),,True,False,False,False
ORD799952,2024-10-15,Tops,852,Bangalore,Metro,WH_Bangalore,Prepaid,2024-10-16,2024-10-22,Delivered,False,,,,,,,1,6.0,7.0,,10,October,Tuesday,Budget (<₹1K),,True,False,False,False
ORD434179,2024-11-27,Tops,1172,Pune,Metro,WH_Bangalore,COD,2024-11-30,2024-12-03,Delivered,False,,,,,,,3,3.0,6.0,,11,November,Wednesday,Mid (₹1-2K),,True,True,False,False
ORD908338,2025-01-16,Dresses,2837,Lucknow,Tier2,WH_Delhi,Prepaid,2025-01-19,2025-01-26,Delivered,False,,,,,,,3,7.0,10.0,,1,January,Thursday,Premium (₹2-3K),,False,False,False,True
ORD957920,2025-01-16,Tops,715,Mumbai,Metro,WH_Mumbai,Prepaid,2025-01-17,2025-01-24,Delivered,False,,,,,,,1,7.0,8.0,,1,January,Thursday,Budget (<₹1K),,True,False,False,False
ORD534171,2024-10-19,Tops,1833,Indore,Tier2,WH_Kolkata,COD,2024-10-20,2024-10-25,Delivered,False,,,,,,,1,5.0,6.0,,10,October,Saturday,Mid (₹1-2K),,False,True,False,False
ORD254335,2025-02-12,Tops,1110,Delhi,Metro,WH_Delhi,COD,2025-02-15,2025-02-18,Delivered,False,,,,,,,3,3.0,6.0,,2,February,Wednesday,Mid (₹1-2K),,True,True,False,False
ORD732872,2025-02-25,Dresses,2408,Coimbatore,Tier2,WH_Mumbai,Prepaid,2025-02-28,2025-03-06,Delivered,False,,,,,,,3,6.0,9.0,,2,February,Tuesday,Premium (₹2-3K),,False,False,False,True
ORD623688,2025-01-23,Tops,599,Mumbai,Metro,WH_Mumbai,Prepaid,2025-01-24,2025-01-31,Delivered,False,,,,,,,1,7.0,8.0,,1,January,Thursday,Budget (<₹1K),,True,False,False,False
ORD431583,2025-03-20,Tops,1754,Jaipur,Tier2,WH_Bangalore,Prepaid,2025-03-21,2025-03-27,Delivered,False,,,,,,,1,6.0,7.0,,3,March,Thursday,Mid (₹1-2K),,False,False,False,False
ORD817615,2024-10-26,Tops,851,Jaipur,Tier2,WH_Hyderabad,COD,2024-10-27,2024-10-31,Delivered,False,,,,,,,1,4.0,5.0,,10,October,Saturday,Budget (<₹1K),,False,True,False,False
ORD689638,2025-01-24,Bottoms,1061,Visakhapatnam,Tier2,WH_Delhi,COD,2025-01-27,2025-02-04,Delivered,False,,,,,,,3,8.0,11.0,,1,January,Friday,Mid (₹1-2K),,False,True,False,False
ORD905640,2025-01-29,Accessories,1027,Mumbai,Metro,WH_Mumbai,Prepaid,2025-01-31,2025-02-03,Delivered,False,,,,,,,2,3.0,5.0,,1,January,Wednesday,Mid (₹1-2K),,True,False,False,False
ORD230646,2024-11-28,Accessories,1212,Pune,Metro,WH_Mumbai,COD,2024-11-29,2024-12-02,Delivered,False,,,,,,,1,3.0,4.0,,11,November,Thursday,Mid (₹1-2K),,True,True,False,False
ORD226705,2025-02-10,Tops,995,Hyderabad,Metro,WH_Hyderabad,COD,2025-02-13,2025-02-18,Delivered,False,,,,,,,3,5.0,8.0,,2,February,Monday,Budget (<₹1K),,True,True,False,False
ORD106225,2025-01-10,Footwear,2472,Pune,Metro,WH_Kolkata,Prepaid,2025-01-12,2025-01-15,Delivered,False,,,,,,,2,3.0,5.0,,1,January,Friday,Premium (₹2-3K),,True,False,False,True
ORD990861,2025-03-05,Footwear,1035,Pune,Metro,WH_Delhi,COD,2025-03-08,2025-03-15,Delivered,False,,,,,,,3,7.0,10.0,,3,March,Wednesday,Mid (₹1-2K),,True,True,False,False
ORD395981,2025-02-18,Footwear,1214,Bangalore,Metro,WH_Bangalore,Prepaid,2025-02-21,2025-02-24,Delivered,False,,,,,,,3,3.0,6.0,,2,February,Tuesday,Mid (₹1-2K),,True,False,False,False
ORD459702,2025-01-10,Footwear,2244,Mumbai,Metro,WH_Mumbai,Prepaid,2025-01-13,2025-01-18,Delivered,False,,,,,,,3,5.0,8.0,,1,January,Friday,Premium (₹2-3K),,True,False,False,True
ORD757058,2025-01-27,Bottoms,930,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-01-30,2025-02-02,Delivered,False,,,,,,,3,3.0,6.0,,1,January,Monday,Budget (<₹1K),,True,False,False,False
ORD582570,2025-01-22,Footwear,1384,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-01-23,2025-01-28,Delivered,False,,,,,,,1,5.0,6.0,,1,January,Wednesday,Mid (₹1-2K),,True,False,False,False
ORD289612,2025-02-05,Bottoms,2704,Mysore,Tier3,WH_Delhi,Prepaid,2025-02-06,2025-02-17,Delivered,False,,,,,,,1,11.0,12.0,,2,February,Wednesday,Premium (₹2-3K),,False,False,False,True
ORD857856,2025-03-25,Accessories,396,Bhubaneswar,Tier3,WH_Bangalore,Prepaid,2025-03-26,2025-04-04,Delivered,False,,,,,,,1,9.0,10.0,,3,March,Tuesday,Budget (<₹1K),,False,False,False,False
ORD405143,2024-10-21,Tops,746,Kolkata,Metro,WH_Kolkata,Prepaid,2024-10-24,2024-10-27,Delivered,False,,,,,,,3,3.0,6.0,,10,October,Monday,Budget (<₹1K),,True,False,False,False
ORD724590,2024-10-26,Accessories,1134,Mumbai,Metro,WH_Mumbai,COD,2024-10-27,2024-11-03,Delivered,False,,,,,,,1,7.0,8.0,,10,October,Saturday,Mid (₹1-2K),,True,True,False,False
ORD404343,2024-10-14,Bottoms,1077,Mumbai,Metro,WH_Mumbai,COD,2024-10-15,2024-10-21,Delivered,False,,,,,,,1,6.0,7.0,,10,October,Monday,Mid (₹1-2K),,True,True,False,False
ORD328936,2024-10-23,Tops,1300,Hyderabad,Metro,WH_Hyderabad,COD,2024-10-24,2024-10-31,Delivered,False,,,,,,,1,7.0,8.0,,10,October,Wednesday,Mid (₹1-2K),,True,True,False,False
ORD221851,2024-11-09,Footwear,2025,Kolkata,Metro,WH_Kolkata,Prepaid,2024-11-10,2024-11-15,Delivered,False,,,,,,,1,5.0,6.0,,11,November,Saturday,Premium (₹2-3K),,True,False,False,True
ORD461584,2024-12-29,Tops,1692,Mumbai,Metro,WH_Mumbai,Prepaid,2025-01-01,2025-01-04,Delivered,False,,,,,,,3,3.0,6.0,,12,December,Sunday,Mid (₹1-2K),,True,False,False,False
ORD104109,2025-03-19,Tops,742,Nagpur,Tier2,WH_Kolkata,COD,2025-03-22,2025-03-29,Delivered,False,,,,,,,3,7.0,10.0,,3,March,Wednesday,Budget (<₹1K),,False,True,False,False
ORD966627,2025-02-16,Footwear,2518,Delhi,Metro,WH_Delhi,Prepaid,2025-02-17,2025-02-22,Delivered,False,,,,,,,1,5.0,6.0,,2,February,Sunday,Premium (₹2-3K),,True,False,False,True
ORD805118,2025-01-25,Bottoms,2627,Nagpur,Tier2,WH_Bangalore,Prepaid,2025-01-27,2025-01-31,Delivered,False,,,,,,,2,4.0,6.0,,1,January,Saturday,Premium (₹2-3K),,False,False,False,True
ORD632777,2025-01-27,Bottoms,1372,Mysore,Tier3,WH_Kolkata,Prepaid,2025-01-29,2025-02-04,Delivered,False,,,,,,,2,6.0,8.0,,1,January,Monday,Mid (₹1-2K),,False,False,False,False
ORD389517,2025-03-19,Footwear,1056,Pune,Metro,WH_Delhi,Prepaid,2025-03-21,2025-03-28,Delivered,False,,,,,,,2,7.0,9.0,,3,March,Wednesday,Mid (₹1-2K),,True,False,False,False
ORD393494,2024-10-26,Footwear,3171,Hyderabad,Metro,WH_Hyderabad,COD,2024-10-27,2024-11-03,Delivered,False,,,,,,,1,7.0,8.0,,10,October,Saturday,Luxury (>₹3K),,True,True,False,True
ORD536270,2025-02-07,Tops,704,Nagpur,Tier2,WH_Mumbai,Prepaid,2025-02-10,2025-02-19,Delivered,False,,,,,,,3,9.0,12.0,,2,February,Friday,Budget (<₹1K),,False,False,False,False
ORD484120,2025-02-26,Bottoms,2589,Indore,Tier2,WH_Delhi,Prepaid,2025-02-28,2025-03-07,Delivered,False,,,,,,,2,7.0,9.0,,2,February,Wednesday,Premium (₹2-3K),,False,False,False,True
